"Id","Name","borough","longitude","latitude"
"218","Springfield Gardens North","Queens",-73.7727902255789,40.6729495522105
"219","Springfield Gardens South","Queens",-73.7704081921905,40.6619615786667
"22","Bensonhurst West","Brooklyn",-73.9958089357971,40.6088115142029
"220","Spuyten Duyvil/Kingsbridge","Bronx",-73.9120477623377,40.8822988158874
"221","Stapleton","Staten Island",-74.0721936847674,40.6204581805116
"222","Starrett City","Brooklyn",-73.8841308898694,40.6447777596269
"223","Steinway","Queens",-73.8956998407825,40.7820786212334
"224","Stuy Town/Peter Cooper Village","Manhattan",-73.9743255770786,40.731621799382
"225","Stuyvesant Heights","Brooklyn",-73.9304705795322,40.6887416068421
"226","Sunnyside","Queens",-73.9258365797952,40.7270004981818
"227","Sunset Park East","Brooklyn",-74.0068561351,40.6397567401
"228","Sunset Park West","Brooklyn",-74.0119475622843,40.6554785668359
"229","Sutton Place/Turtle Bay North","Manhattan",-73.9642737244068,40.7557921055932
"23","Bloomfield/Emerson Hill","Staten Island",-74.1905122080167,40.6046243817537
"230","Times Sq/Theatre District","Manhattan",-73.9842990225,40.7596262496875
"231","TriBeCa/Civic Center","Manhattan",-74.0098858155906,40.718851885748
"232","Two Bridges/Seward Park","Manhattan",-73.9829550791358,40.7135940317901
"233","UN/Turtle Bay South","Manhattan",-73.9695704378802,40.7463021265899
"234","Union Sq","Manhattan",-73.9901310169388,40.7393111497959
"235","University Heights/Morris Heights","Bronx",-73.9171583715122,40.8541322
"236","Upper East Side North","Manhattan",-73.9571287107692,40.7802761178846
"237","Upper East Side South","Manhattan",-73.9656566867347,40.7684688553061
"238","Upper West Side North","Manhattan",-73.97405816625,40.7923988323214
"239","Upper West Side South","Manhattan",-73.9831845902083,40.78479699625
"24","Bloomingdale","Manhattan",-73.9677303325,40.8029589798077
"240","Van Cortlandt Park","Bronx",-73.8790821200465,40.8908031457209
"241","Van Cortlandt Village","Bronx",-73.8959755772868,40.8753431908527
"242","Van Nest/Morris Park","Bronx",-73.8492291844444,40.8485189910317
"243","Washington Heights North","Manhattan",-73.9375209671158,40.8573737477069
"244","Washington Heights South","Manhattan",-73.9432566235246,40.8428500275956
"245","West Brighton","Staten Island",-74.103805607044,40.6323457139623
"246","West Chelsea/Hudson Yards","Manhattan",-74.0081110444415,40.7501048371011
"247","West Concourse","Bronx",-73.9240750043979,40.8302373091623
"248","West Farms/Bronx River","Bronx",-73.8736663833628,40.8348709484071
"249","West Village","Manhattan",-74.0030740845238,40.7338258664286
"25","Boerum Hill","Brooklyn",-73.9859373497101,40.686590732029
"250","Westchester Village/Unionport","Bronx",-73.8449659542986,40.8343473366516
"251","Westerleigh","Staten Island",-74.1260767945024,40.616500072891
"252","Whitestone","Queens",-73.8149880576834,40.7950971374479
"253","Willets Point","Queens",-73.8422041491304,40.7620464526087
"254","Williamsbridge/Olinville","Bronx",-73.8590568897917,40.8823944852083
"255","Williamsburg (North Side)","Brooklyn",-73.9616734974815,40.7196520903704
"256","Williamsburg (South Side)","Brooklyn",-73.9629509872794,40.7107400623529
"257","Windsor Terrace","Brooklyn",-73.9784273153913,40.6560342095652
"258","Woodhaven","Queens",-73.8547402888785,40.6876577011215
"259","Woodlawn/Wakefield","Bronx",-73.8536366941739,40.9001077273913
"26","Borough Park","Brooklyn",-73.9879593616923,40.6307421427692
"260","Woodside","Queens",-73.9059092619485,40.7464454119118
"261","World Trade Center","Manhattan",-74.0139835467143,40.7074579007143
"262","Yorkville East","Manhattan",-73.9434895571429,40.7783641459821
"263","Yorkville West","Manhattan",-73.9501909745833,40.7790304135417
"27","Breezy Point/Fort Tilden/Riis Beach","Queens",-73.8908197459648,40.5612991410388
"28","Briarwood/Jamaica Hills","Queens",-73.8069837687624,40.7123148447525
"29","Brighton Beach","Brooklyn",-73.9605077124359,40.5799348803205
"3","Allerton/Pelham Gardens","Bronx",-73.8465154052893,40.8642967535537
"30","Broad Channel","Queens",-73.8228973751835,40.6028816339679
"31","Bronx Park","Bronx",-73.8751244158333,40.8603104464881
"32","Bronxdale","Bronx",-73.8653931730303,40.8621166629293
"33","Brooklyn Heights","Brooklyn",-73.99551728,40.6969491618699
"34","Brooklyn Navy Yard","Brooklyn",-73.9741778340741,40.7027009861728
"35","Brownsville","Brooklyn",-73.9103315316993,40.6640006437255
"36","Bushwick North","Brooklyn",-73.9168394884615,40.6992629834965
"37","Bushwick South","Brooklyn",-73.9239210120677,40.6954652908647
"38","Cambria Heights","Queens",-73.7355462976033,40.6951048352893
"39","Canarsie","Brooklyn",-73.8917062900956,40.6424816371326
"4","Alphabet City","Manhattan",-73.9752090142046,40.7238532864773
"40","Carroll Gardens","Brooklyn",-73.9966472313953,40.6779054323256
"41","Central Harlem","Manhattan",-73.9505746534783,40.8033567304348
"42","Central Harlem North","Manhattan",-73.9370754008411,40.8263841225857
"43","Central Park","Manhattan",-73.9664942349618,40.7815117632824
"44","Charleston/Tottenville","Staten Island",-74.237347384169,40.5299395775165
"45","Chinatown","Manhattan",-73.9980460743512,40.7115725727481
"46","City Island","Bronx",-73.78585043017,40.850268688347
"47","Claremont/Bathgate","Bronx",-73.9004701863514,40.8432153983108
"48","Clinton East","Manhattan",-73.9907352798077,40.7614100223077
"49","Clinton Hill","Brooklyn",-73.9613853654082,40.6902689205102
"5","Arden Heights","Staten Island",-74.1898065487647,40.5566795731765
"50","Clinton West","Manhattan",-73.9974739801212,40.7678375382424
"51","Co-Op City","Bronx",-73.8303710493694,40.87553256
"52","Cobble Hill","Brooklyn",-73.9962311481081,40.6865381621622
"53","College Point","Queens",-73.8510612120648,40.7832398660844
"54","Columbia Street","Brooklyn",-74.0037248621277,40.6875088917021
"55","Coney Island","Brooklyn",-73.9879686363575,40.5753906119899
"56","Corona","Queens",-73.8557936207339,40.7435951054128
"58","Country Club","Bronx",-73.8152145999216,40.8439882942941
"59","Crotona Park","Bronx",-73.8950618372857,40.8379616177143
"6","Arrochar/Fort Wadsworth","Staten Island",-74.0717487202166,40.6011180442238
"60","Crotona Park East","Bronx",-73.8834309777041,40.8352676776531
"61","Crown Heights North","Brooklyn",-73.9356017116667,40.6751202333333
"62","Crown Heights South","Brooklyn",-73.9463270920968,40.6662172583871
"63","Cypress Hills","Brooklyn",-73.8845731383511,40.6809551805319
"64","Douglaston","Queens",-73.7486346978683,40.7626361952181
"65","Downtown Brooklyn/MetroTech","Brooklyn",-73.9852384189552,40.6958705196269
"66","DUMBO/Vinegar Hill","Brooklyn",-73.9876866175723,40.7031327720231
"67","Dyker Heights","Brooklyn",-74.0150611007759,40.6174446930172
"68","East Chelsea","Manhattan",-74.000546653913,40.7482597698551
"69","East Concourse/Concourse Village","Bronx",-73.9151307791525,40.8305903906215
"7","Astoria","Queens",-73.9193653341209,40.7614329904396
"70","East Elmhurst","Queens",-73.8658711022727,40.763274739
"71","East Flatbush/Farragut","Brooklyn",-73.9359586723529,40.6427724970588
"72","East Flatbush/Remsen Village","Brooklyn",-73.9214880453097,40.652599540531
"73","East Flushing","Queens",-73.8071586132258,40.752949573871
"74","East Harlem North","Manhattan",-73.9340137794294,40.804591427988
"75","East Harlem South","Manhattan",-73.9418918552809,40.7882609791573
"76","East New York","Brooklyn",-73.8755380399685,40.6548225602205
"77","East New York/Pennsylvania Avenue","Brooklyn",-73.8948846307216,40.6671119870103
"78","East Tremont","Bronx",-73.8812017795676,40.8437852655135
"79","East Village","Manhattan",-73.986481130339,40.7267673771186
"8","Astoria Park","Queens",-73.923394259,40.778078657
"80","East Williamsburg","Brooklyn",-73.9308222231549,40.7150508958028
"81","Eastchester","Bronx",-73.8310252599288,40.8816561471174
"82","Elmhurst","Queens",-73.8795207263793,40.7372085027586
"83","Elmhurst/Maspeth","Queens",-73.8928817809362,40.737897431617
"84","Eltingville/Annadale/Prince's Bay","Staten Island",-74.1925487652743,40.5205246117955
"85","Erasmus","Brooklyn",-73.9519428567925,40.6457938735849
"86","Far Rockaway","Queens",-73.7575578269255,40.6027169171571
"87","Financial District North","Manhattan",-74.0055514309605,40.7046338065537
"88","Financial District South","Manhattan",-74.0118116637443,40.7012743231963
"89","Flatbush/Ditmas Park","Brooklyn",-73.962100965274,40.6369834939726
"9","Auburndale","Queens",-73.7901891187302,40.7503045354497
"90","Flatiron","Manhattan",-73.9967732256667,40.74221015
"91","Flatlands","Brooklyn",-73.9293783345714,40.6281213948571
"92","Flushing","Queens",-73.827662119558,40.7602866655249
"93","Flushing Meadows-Corona Park","Queens",-73.8458960980534,40.7475193409105
"94","Fordham South","Bronx",-73.8989303166667,40.8586911348611
"95","Forest Hills","Queens",-73.8447890470718,40.721279998232
"96","Forest Park/Highland Park","Queens",-73.8642105431111,40.6998051513333
"97","Fort Greene","Brooklyn",-73.9776125622321,40.6915772841964
"98","Fresh Meadows","Queens",-73.7749040696875,40.7319717042969
"99","Freshkills Park","Staten Island",-74.2031807756897,40.5682300983394
